_id,location_id,location,lng,lat,centreline_type,centreline_id,px,latest_count_date
20,3937,CHRISTIE COOKIES ACCESS AT LAKE SHORE BLVD E OF PARKLAWN(PX 1784),-79.48026299350677,43.624674012986475,1,30070015,,2016-10-06
21,3938,DON VALLEY PKWY AT WYNFORD DR WTCS (PX 1037),-79.3308889961383,43.726666996727005,2,13453914,1037,2024-03-07
22,3939,BLACK CREEK DR AT EGLINTON AVE W (PX 1422),-79.48287799880471,43.688367998833954,2,13460466,1422,2024-06-04
23,3940,BLACK CREEK DR AT LAWRENCE AVE W (PX 1348),-79.49409600150399,43.704949996531816,2,13457600,1348,2023-05-24
24,3941,FOUR OAKS GT AT O CONNOR DR (PX 1923),-79.33422299730158,43.696750000693044,2,13458523,1923,2021-11-04
25,3942,NORTHRIDGE AVE AT O CONNOR DR,-79.3338056609212,43.6968201717913,2,13458504,,2007-11-05
26,3943,OCONNOR DR AT ST CLAIR AVE (PX 447),-79.31283599439459,43.70539599800438,2,13457092,447,2021-10-14
27,3944,O CONNOR DR AT WAKUNDA PL,-79.3049393728993,43.715986751828,2,13455374,,2018-10-31
28,3946,BIRCHCLIFF AVE AT KINGSTON RD,-79.2647519888062,43.691479544549,2,13459344,155,2021-03-17
29,3947,KINGSTON RD AT SANDOWN AVE,-79.2497691686238,43.7087767552253,2,13456405,152,2022-06-01
30,3948,KINGSTON RD AT MIDLAND AVE,-79.2481872869113,43.7111210897436,2,13456025,151,2022-06-01
31,3949,CHINE DR AT KINGSTON RD,-79.245073031382,43.7141140181145,2,13455525,1025,2022-06-01
32,3950,KINGSTON RD AT BROOKLAWN AVE & ST CLAIR AVE E (PX 150),-79.23601899521178,43.72203200200034,2,13454337,150,2022-06-01
33,3951,BELLAMY RD S AT KINGSTON RD & RAVINE DR (PX 1027),-79.22456899396175,43.732060003729764,2,13452797,1027,2022-06-01
34,3952,KINGSTON RD AT SCARBOROUGH GOLF CLUB RD (PX 1053),-79.2093489960157,43.74600200407888,2,13450532,1053,2022-06-01
35,3953,KINGSTON RD AT LAWRENCE AVE E,-79.1896094920962,43.7676530188982,2,13447347,144,2024-06-13
36,3954,CELESTE DR AT KINGSTON RD,-79.199299023385,43.7570394928081,2,13448888,1193,2009-12-01
37,3955,COLLINSGROVE RD AT KINGSTON RD,-79.1850331055118,43.7726078465985,2,13446613,,2023-10-14
38,3956,KINGSTON RD AT BROOKSIDE DR & WAVERLEY RD,-79.3040883492625,43.6769410033088,2,13462091,161,2015-11-11
39,3957,KINGSTON RD AT MAIN ST & SOUTHWOOD DR,-79.2979958040382,43.6788949542251,2,13461728,160,2024-06-18
40,3958,HIGHWAY 2A AT KINGSTON RD & HIGHWAY 401 EB OFF RAMP (PX 1202),-79.1525300006248,43.79488700366184,2,13503044,1202,2018-05-26
41,3959,MILLWICK DR AT MILVAN DR (PX 1558),-79.56606499953942,43.76058600045205,2,13449110,1558,2012-02-14
42,3960,BELMONT ST AT DAVENPORT RD & NEW ST (PX 541),-79.39292300007719,43.674709003065296,2,13462718,541,2024-06-18
43,3961,SENECA AVE AT WESTON RD,-79.4754867102106,43.6803453625501,2,13461911,,1998-11-26
44,3963,SIDNEY BELSEY CR AT WESTON RD (PX 2153),-79.50467099616601,43.69324400035751,2,13459646,2153,2019-06-19
45,3964,BUTTONWOOD AVE AT WESTON RD,-79.5011506005317,43.6913979243961,2,13459949,,1998-07-08
46,3965,REUBEN AVE AT WALLASEY AVE & WESTON RD,-79.5377372716445,43.7187895379668,2,13455435,,1998-02-26
47,3966,SHEPPARD AVE AT WESTON RD (PX 588),-79.53822800465817,43.733745999377156,2,13453198,588,2024-05-30
48,3967,CHURCH ST AT WESTON RD (PX 583),-79.52544600305556,43.703006002390076,2,13457985,583,2013-04-22
49,3968,FINCH AVE W AT WESTON RD,-79.5423805755751,43.7520899922272,2,13450342,589,2024-05-29
50,3969,HIGHWAY 27 AT HUMBER COLLEGE BLVD (PX 1162),-79.60144300605626,43.7304680042665,2,13453882,1162,2022-02-09
51,3970,HIGHWAY 27 AT REXDALE BLVD (PX 1161),-79.5956219954485,43.71726799841774,2,13455799,1161,2022-12-17
52,3971,QUEENS PLATE DR W AT REXDALE BLVD,-79.603459799571,43.7191566388544,2,13455506,622,2022-12-17
53,3972,REXDALE BLVD AT TIDEMORE AVE (PX 2371),-79.5852379947665,43.71476100130786,2,13456192,2371,2022-12-17
54,3973,BERGAMOT AVE AT REXDALE BLVD (PX 718),-79.55968900139328,43.713318003805156,2,13456371,718,2022-12-17
55,3974,TODD BAYLIS BLVD AT TRETHEWEY DR,-79.4876269058738,43.6952209289768,2,13459229,823,2023-03-01
56,3975,DANFORTH AVE AT DANFORTH RD (PX 357),-79.27728999949301,43.69364599563879,2,13458963,357,2022-06-01
57,3976,EGLINTON SQ AT O CONNOR DR & VICTORIA PARK AVE (PX 449),-79.30210000345332,43.72337999791551,2,13454288,449,2024-05-29
58,3977,DANFORTH AVE AT VICTORIA PARK AVE,-79.2883586076965,43.6912323377323,2,13459445,355,2023-03-21
59,3978,EGLINTON AVE E AT VICTORIA PARK AVE,-79.3026450183565,43.7247230254748,2,13454107,451,2024-05-29
60,3980,CASSANDRA BLVD AT VICTORIA PARK AVE (PX 512),-79.31401800555578,43.754341000080146,2,13449511,512,2013-08-26
61,3981,ELLESMERE RD AT PARKWOODS VILLAGE DR & VICTORIA PARK AVE,-79.3152454343223,43.7578694237401,2,13449013,517,2022-12-17
62,3982,ESQUIRE RD AT LANSING SQ & VICTORIA PARK AVE,-79.3222103403021,43.7735014366069,2,13446777,,1998-01-06
63,3983,SHEPPARD AVE E AT VICTORIA PARK AVE,-79.3230171105627,43.7752446208589,2,13446551,748,2023-02-09
64,3984,HUNTINGWOOD DR & OLD SHEPPARD AVE AT VICTORIA PARK AVE (PX 1085),-79.32539499769354,43.780351997835794,2,13445899,1085,2021-12-14
65,3985,MILLWICK DR AT PLUNKETT RD (PX 1632),-79.57008800038696,43.76042500339745,2,13449142,1632,2012-02-14
66,3987,LANE N OF LAKE SHORE BLVD AT MORSE ST,-79.33870585786438,43.65456171572876,1,20038930,,1998-01-27
67,3988,# 701- 703 DON MILLS RD AT DON MILLS RD & S OF OVERLEA BLVD,-79.3338657533806,43.7085794641723,2,13456665,,2012-05-29
68,3989,EGLINTON AVE E AT LEBOVIC AVE,-79.2914640696661,43.726996284252,2,14074105,1791,2010-04-01
69,3990,PHARMACY AVE AT ROSSCOWAN GT / FAIRGLEN SCHOOL (PX 1753),-79.32180800273738,43.785440995554644,2,13445277,1753,2018-02-06
70,3991,BRITISH COLUMBIA RD AT SASKATCHEWAN RD & DUFFERIN ST (PX 2134),-79.42497081843955,43.63264573029864,2,13469026,2134,2016-04-27
71,3992,NIAGARA ST AT QUEEN ST W,-79.4099355943768,43.6459998410963,2,13467464,553,2024-07-23
72,3993,BURN HILL RD AT MACK AVE & WARDEN AVE,-79.2758010440889,43.6995405378505,2,13457981,,2015-05-06
73,3994,CENTENNIAL COLLEGE N OF ASHTONBEE ON WARDEN AVE,-79.28876199436455,43.73071100168479,2,13453141,1377,1998-09-22
74,3995,ST CLAIR AVE AT WARDEN AVE (PX 473),-79.2810030013331,43.71204499821761,2,13455952,473,2022-02-15
75,3996,EGLINTON AVE E AT WARDEN AVE,-79.287616156831,43.7278469900873,2,13453588,456,2022-02-15
76,3997,# 800 WARDEN AVE AT WARDEN AVE 1553M S OF CIVIC RD (PX 1638),-79.28652100235242,43.725095998817565,1,111712,1638,2022-02-16
77,3998,ELLESMERE RD AT WARDEN AVE,-79.3007519205955,43.7611934461888,2,13448519,694,2022-12-17
78,3999,STEELES AVE E AT WARDEN AVE,-79.3244835770599,43.8196435817584,2,13442003,1191,2023-01-31
79,4000,EASTERN AVE AT TRINITY ST (PX 2239),-79.36070599875258,43.65248800021743,2,13466279,2239,2022-03-24
80,4001,DIBBLE ST AT EASTERN AVE,-79.3453321942359,43.6569890457184,2,13465510,,1998-11-18
81,4002,EASTERN AVE AT PAPE AVE,-79.3365900407115,43.6588926490462,2,13465194,,2022-06-30
82,4003,CAROLINE AVE AT EASTERN AVE & LARCHMOUNT AVE,-79.3341590456293,43.6594327123776,2,13465097,,1998-09-24
83,4004,KING ST W AT SUDBURY ST,-79.4173378909811,43.640973918595,2,13468120,1851,2022-11-02
84,4005,ADELAIDE ST AT CHURCH ST (PX 17),-79.37494600398165,43.65118500084233,2,13466516,17,2019-04-09
85,4006,ADELAIDE ST W AT PORTLAND ST,-79.4005902803869,43.6457437486301,2,13467481,1488,2022-11-16
86,4007,ADELAIDE ST W AT BRANT ST,-79.3981268849155,43.6462242782473,2,13467393,1807,2022-11-16
87,4008,ADELAIDE ST AT SIMCOE ST (PX 198),-79.3866210000334,43.64863799941195,2,13466978,198,2019-04-09
88,4009,RICHMOND ST AT SHERBOURNE ST (PX 256),-79.36914799790367,43.65337800175666,2,13466150,256,2024-06-19
89,4010,PARLIAMENT ST AT RICHMOND ST (PX 223),-79.36402299817387,43.65455900207208,2,13465959,223,2022-03-24
90,4011,DUNCAN ST AT RICHMOND ST (PX 267),-79.38918000179628,43.64945700440266,2,13466829,267,2012-07-11
91,4012,RICHMOND ST AT YORK ST (PX 74),-79.38465000334755,43.65043999948295,2,13466666,74,2024-05-30
92,4013,QUEEN ST E AT SUMACH ST,-79.3589243602192,43.6568332619598,2,13465571,1865,2022-03-24
93,4014,NEVILLE PARK BLVD AT QUEEN ST E,-79.2823901709103,43.6737221665442,2,13462615,,2006-05-31
94,4015,LOMA RD AT THE QUEENSWAY,-79.5088568874859,43.6249731134868,2,13469592,,2019-12-19
95,4016,ELLIS AVE AT THE QUEENSWAY (PX 561),-79.4664519992512,43.63776999777461,2,13468559,561,2016-10-04
96,4017,GLENDALE AVE AT THE QUEENSWAY (PX 1879),-79.4513100015762,43.639339000692516,2,13468370,1879,2015-03-04
97,4018,BAY MILLS BLVD AT BIRCHMOUNT RD & BONIS AVE (PX 1060),-79.29934800379709,43.78359400110604,2,13445461,1060,2019-11-27
98,4020,BIRCHMOUNT RD AT L AMOREAUX DR & SILVER SPRINGS BLVD (PX 1167),-79.3070660045927,43.80064699674139,2,13443374,1167,2016-12-07
99,4021,JANE ST AT ST JOHNS RD (PX 523),-79.4896699973536,43.661992996365676,2,13465039,523,2018-04-03
100,4022,EAST DR AT JANE ST & OUTLOOK AVE (PX 526),-79.49686500100864,43.67893899909775,2,13462239,526,2018-04-03
101,4023,BEVERLY HILLS DR AT JANE ST (PX 1409),-79.50815800277016,43.71907699948649,2,13455332,1409,2024-04-16
102,4024,JANE ST AT WILSON AVE (PX 532),-79.50863399382168,43.72091500202629,2,13455040,532,2022-12-17
103,4025,GILTSPUR DR AT JANE ST,-79.5119238890205,43.7345676324728,2,13453033,1008,2018-04-04
104,4026,CLAIR RD AT JANE ST & SPENVALLEY DR (PX 1127),-79.51368500483268,43.74123999673876,2,13451997,1127,2018-04-04
105,4027,GRANDRAVINE DR AT JANE ST (PX 962),-79.51512800484062,43.747093996785736,2,13451058,962,2024-05-08
106,4028,EDDYSTONE AVE AT JANE ST (PX 1172),-79.51568400505344,43.749146998096215,2,13450723,1172,2014-12-16
107,4029,FINCH AVE AT JANE ST (PX 534),-79.51773099912661,43.757233996922395,2,13449500,534,2018-05-26
108,4030,JANE ST AT RITA DR & STANLEY RD (PX 1077),-79.51414300064843,43.74312199627323,2,13451700,1077,2014-12-16
109,4031,DUNDAS ST E AT MUNRO ST,-79.3530471416628,43.6620513098919,2,13464720,1117,2022-03-02
110,4032,BLOOR ST W AT DUNDAS ST W,-79.4524538746395,43.6563210256757,2,13465876,327,2022-03-05
111,4033,DUNDAS ST W AT GLENLAKE AVE,-79.4536588931995,43.659925993682,2,13465288,,2024-06-18
112,4034,DUNDAS ST W AT HUMBERSIDE AVE,-79.4564607471112,43.6630306594479,2,13464808,,2024-06-18
113,4035,DENISON AVE AT DUNDAS ST W,-79.4022394365648,43.652036133452,2,13466443,542,2022-03-03
114,4036,DUNDAS ST W AT HURON ST,-79.3961645990317,43.6533468923314,2,13466217,1273,2022-03-05
115,4037,CHESTNUT ST AT DUNDAS ST W,-79.3859930964183,43.6552436425733,2,13465901,483,2022-03-05
116,4038,AUKLAND RD AT DUNDAS ST (PX 1350),-79.53801099470479,43.638523996789424,2,13468572,1350,2023-11-29
117,4039,DUNDAS ST AT ROYALAVON CR (PX 1306),-79.53198200508096,43.64521100143439,2,13467775,1306,2016-05-12
118,4040,DUNDAS ST AT MABELLE AVE (PX 1847),-79.53055300212084,43.6467730036529,2,13467586,1847,2016-05-12
119,4041,KNOB HILL DR AT OAK ST (PX 1595),-79.53196999793145,43.70810300054413,2,13457136,1595,2011-10-19
120,4042,EGLINTON AVE E AT KENNEDY RD,-79.2679317209071,43.7322015547776,2,13452869,460,2023-05-10
121,4043,BERTRAND AVE AT KENNEDY RD (PX 1057),-79.27013100287985,43.737453001647786,2,13452055,1057,2015-07-23
122,4044,KENNEDY RD AT LAWRENCE AVE E,-79.2749349595245,43.7494979730779,2,13450163,412,2023-05-10
123,4045,KENNEDY RD AT WICKWARE GT & MARIGOLD PLAZA (PX 959),-79.27628700015208,43.753226997569534,2,13449592,959,2015-08-05
124,4046,BRIGSTOCK RD AT KENNEDY RD,-79.2794577357086,43.7612983602642,2,13448474,,2018-10-30
125,4047,ELLESMERE RD AT KENNEDY RD,-79.2810782552909,43.7658020203849,2,13447843,696,2023-05-10
126,4048,GLAMORGAN AVE AT KENNEDY RD & PROGRESS AVE (PX 692),-79.28225699753666,43.76942099740811,2,13447299,692,2023-11-30
127,4049,KENNEDY RD AT MTO DRIVEWAY & VILLAGE GREEN SQ (PX 1592),-79.28555799401408,43.777253003537545,2,13446213,1592,2024-07-17
128,4050,KENNEDY RD AT SHEPPARD AVE E,-79.2882637259405,43.783286858503,2,13445476,752,2023-03-29
129,4051,KENNEDY RD AT PERTHSHIRE ST,-79.3004693520084,43.8089132397518,2,13442616,,2022-01-25
130,4052,KENNEDY RD AT STEELES AVE E,-79.3070790539006,43.8237033268698,2,13441814,1192,2023-01-31
131,4053,RUNNYMEDE RD AT ST JOHNS RD (PX 848),-79.48139800570824,43.66380699807464,2,13464724,848,2022-10-13
132,4054,BOWMORE RD AT GERRARD ST (PX 366),-79.31498600271807,43.67808999620527,2,13461912,366,2019-02-20
133,4055,MURRAY ROSS PKWY AT SENTINEL RD (PX 1615),-79.50132699427941,43.76481300428368,2,13448413,1615,2022-02-10
134,4056,BLOOR ST E AT CHURCH ST,-79.3831604578182,43.671046406795,2,13463285,25,2023-07-05
135,4058,BLOOR ST W AT OSSINGTON AVE (PX 341),-79.42565899772679,43.66198399835327,2,13464908,341,2021-09-15
136,4059,BLOOR ST W AT HURON ST (PX 1401),-79.40153800207842,43.66716099736331,2,13463998,1401,2018-01-11
137,4060,BEDFORD RD AT BLOOR ST (PX 510),-79.39737999864133,43.66803299899764,2,13463863,510,2024-02-28
138,4061,BLOOR ST AT MILL RD (PX 924),-79.5751589995812,43.63204100369146,2,13469240,924,2018-12-18
139,4062,BLOOR ST AT FORESTVIEW RD & MAPLEDAWN RD (PX 1835),-79.57342399793593,43.63278399871155,2,13469193,1835,2018-12-18
140,4063,BLOOR ST W AT DUNBLOOR RD,-79.5323650963984,43.6426414701394,2,13468097,2427,2023-11-25
141,4064,DANFORTH AVE AT VARIETY VILLAGE & BIRCHMOUNT COLLEGIATE (PX 405),-79.25860000469355,43.69906099554131,1,112765,405,2022-06-01
142,4065,DANFORTH AVE AT EAST LYNN AVE & WOODMOUNT AVE (PX 1281),-79.3152710000701,43.68515000428775,2,13460625,1281,2022-03-08
143,4066,CEDARVALE AVE AT DANFORTH AVE,-79.3109374316725,43.6861134304026,2,13460442,,2008-10-09
144,4067,DANFORTH AVE AT THYRA AVE,-79.2902769735668,43.6907940989748,2,13459528,1850,2023-03-21
145,4068,HIGHWAY 401 S TCS AT KEELE ST (PX 595),-79.4809030054127,43.72114300364901,2,13454953,595,2022-03-09
146,4069,HIGHWAY 401 N TCS AT KEELE ST (PX 596),-79.48159000594467,43.72444300044852,2,13454472,596,2022-03-09
147,4070,HUMBERSIDE AVE AT KEELE ST (PX 1729),-79.4629580025015,43.661659002570545,2,13465036,1729,2022-02-01
148,4071,KEELE ST AT WEST TORONTO ST (PX 1757),-79.46650699958124,43.670032996951626,2,13463685,1757,2022-02-01
149,4072,ST CLAIR AVE W AT KEELE ST & WESTON RD (PX 493),-79.4676229982737,43.67253400447835,2,13463232,493,2021-12-18
150,4073,DONALD AVE AT KEELE ST (PX 590),-79.47281100555414,43.68491400256853,2,13461074,590,2022-02-01
151,4074,KEELE ST AT RUSTIC RD (PX 1319),-79.48012399851065,43.717868998473016,2,13455463,1319,2022-01-27
152,4075,KEELE ST AT SHEPPARD AVE W,-79.4864524292146,43.7447775175544,2,13451388,600,2024-03-07
153,4076,KEELE ST AT ST REGIS CRES (PX 1215),-79.48876199775445,43.75451200341789,2,13449857,1215,2021-12-15
154,4077,FINCH AVE AT KEELE ST (PX 601),-79.49105300085967,43.76350199977849,2,13448570,601,2021-12-18
155,4078,KEELE ST AT MURRAY ROSS PKWY & TANGIERS RD (PX 1450),-79.4920470059442,43.7673120024929,2,13448065,1450,2021-12-15
156,4079,KEELE ST AT CANARCTIC DR & YORK BLVD (PX 956),-79.49404800017915,43.77521300036408,2,13446884,956,2021-12-15
157,4080,LAKE SHORE BLVD W AT PARKSIDE DR,-79.453519595513,43.63836944573,2,13468486,226,2013-08-13
158,4081,BLOOR ST E AT CASTLE FRANK RD,-79.3681007296565,43.6738193707325,2,13462813,295,2021-09-30
159,4082,KANE AVE AT LAVENDER RD & OLD WESTON RD (PX 1605),-79.46645299862134,43.680601000999644,2,13461848,1605,2010-01-12
160,4083,OLD WESTON RD AT ROCKWELL AVE (PX 2562),-79.46388960302544,43.67657395804212,2,13462566,2562,2023-10-17
161,4084,CALEDONIA RD AT TYCOS DR,-79.4644783428467,43.7032136212197,2,13457821,,2022-07-06
162,4085,COLBECK ST AT RUNNYMEDE RD,-79.4778001312773,43.6547632965315,2,13466171,,2022-04-13
163,4086,BURNHAMTHORPE RD AT THE WEST MALL (PX 875),-79.56724999977669,43.64455199734119,2,13467918,875,2016-12-05
164,4087,BOTFIELD AVE AT BURNHAMTHORPE RD,-79.5421826567589,43.6503783017662,2,13467043,,2018-12-04
165,4088,BURNHAMTHORPE RD AT ECHO VALLEY RD,-79.54242312917,43.6503313516919,2,13467049,,2000-10-26
166,4089,DUPONT ST AT HURON ST (PX 2509),-79.40478899822595,43.675358002011265,2,13462638,2509,2023-11-23
167,4090,BRIMLEY RD AT CITADEL DR & GRAYLEE AVE,-79.2506389122633,43.7421660053124,2,13451260,,2023-10-12
168,4091,BRIMLEY RD AT GOLDEN GATE CT & OMNI DR (PX 1826),-79.26187253154018,43.77194238363695,2,13446880,1826,2024-06-12
169,4092,DAVENPORT RD AT LANSDOWNE AVE (PX 389),-79.4483029959086,43.67155699775894,2,13463350,389,2024-03-24
170,4093,CHESSWOOD DR AT STEEPROCK DR (PX 1513),-79.4750799987151,43.75721800166647,2,13449421,1513,2024-05-30
171,4094,ALNESS ST AT MARTIN ROSS AVE (PX 1773),-79.47338499866936,43.774278003922255,2,13446969,1773,2021-12-15
172,4095,ALNESS ST AT SUPERTEST RD (PX 1774),-79.47445099401041,43.77680699802008,2,13446617,1774,2021-12-15
173,4096,PENGELLY CRT AT ST CLAIR AVE,-79.2755851567298,43.7132665011222,2,13455734,,2008-04-29
174,4097,GUNNS RD AT ST CLAIR AVE (PX 1404),-79.47112399398227,43.67178100033507,2,13463362,1404,2015-04-22
175,4098,LAUGHTON AVE AT ST CLAIR AVE W,-79.4576474950716,43.6747227643426,2,13462870,1087,2015-04-23
176,4099,GLENHOLME AVE AT ST CLAIR AVE (PX 1712),-79.43859800212499,43.67894599944732,2,13462068,1712,2023-07-05
177,4101,DAVENPORT RD AT DUFFERIN ST (PX 388),-79.44099599405891,43.67298999935626,2,13463123,388,2022-06-22
178,4102,DANE AVE AT DUFFERIN ST,-79.4551998813078,43.7161559210982,2,13455685,,2023-11-28
179,4103,DUFFERIN ST AT ST CLAIR AVE W,-79.4430772259365,43.6779493245737,2,13462285,488,2022-10-20
180,4104,DUFFERIN ST AT TYCOS DR,-79.452923160546,43.7057728475737,2,13457350,,2002-01-15
181,4105,DUFFERIN ST AT SAMOR RD (PX 1792),-79.45568000599397,43.7182570013118,2,13455354,1792,2016-04-11
182,4106,DUFFERIN ST AT FINCH AVE (PX 618),-79.46692699871839,43.76885199678572,2,13447779,618,2023-11-22
183,4107,DUFFERIN ST AT STEELES AVE W,-79.4701146434636,43.7872675186245,2,13445306,619,2022-12-10
184,4108,KINGSTON RD AT MCCOWAN RD & CATHEDRAL BLUFFS DR (PX 149),-79.23243299410142,43.72513900242213,2,13453920,149,2022-06-01
185,4109,BRIMORTON DR AT MCCOWAN RD,-79.2489583102213,43.7654215375427,2,13447827,951,2024-06-11
186,4110,LAWRENCE AVE E AT MCCOWAN RD,-79.2454227767629,43.7555485285071,2,13449204,380,2023-02-09
187,4111,MCCOWAN RD AT MELDAZY DR N,-79.2482072081534,43.7634756490909,2,13448102,,1998-10-22
188,4112,MCCOWAN RD AT CHANNEL NINE CRT & MILNER AVE,-79.2564756878401,43.7853815369203,2,13445175,1175,2024-06-13
189,4113,MCCOWAN RD AT SHEPPARD AVE E,-79.2588387538113,43.7896201621637,2,13444619,938,2024-06-13
190,4114,MCCOWAN RD AT 210M S OF ALTON TOWERS CIR N PED TCS,-79.27514000305187,43.825080001195765,1,14668493,1711,2015-05-04
191,4115,CONSILIUM PL AT CORPORATE DR (PX 1501),-79.25123799497912,43.779684996401,2,13445842,1501,2022-02-26
192,4116,BUDE ST AT OAKWOOD AVE,-79.4415057437686,43.6941954270823,2,13459314,,1998-10-15
193,4117,OVERLEA BLVD AT THORNCLIFFE PARK DR E,-79.3436254983431,43.7074732137328,2,13456854,679,2023-01-14
194,4118,OVERLEA BLVD #42 AT EAST YORK TOWN CENTRE (PX 1834),-79.34565999736492,43.70703000198726,1,649,1834,2019-05-15
195,4119,BELLAMY RD N AT BRIMORTON DR (PX 1017),-79.23916500512006,43.76745200132014,2,13447492,1017,2022-04-05
196,4120,EGLINTON AVE W AT W R ALLEN RD W TCS (PX 772),-79.43646100423312,43.69868499816125,2,13458434,772,2023-09-19
197,4121,EGLINTON AVE W AT W R ALLEN RD E TCS,-79.4350330096349,43.6989900231137,2,13458384,1307,2023-11-02
198,4122,SHEPPARD AVE AT W R ALLEN RD (PX 1407),-79.46339000031827,43.750250997405644,2,13450458,1407,2023-11-25
199,4123,DUFFERIN ST AT OVERBROOK PL & STEEPROCK DR (PX 1234),-79.46521099416061,43.761042000482995,2,13448866,1234,2023-10-05
200,4124,KING ST W AT STRACHAN AVE,-79.4119706397866,43.6420425693954,2,13467971,538,2024-01-16
201,4125,QUEEN ST W AT STRACHAN AVE,-79.4131872745029,43.6453428804547,2,13467560,1332,2022-07-02
202,4126,EGLINTON AVE E AT PHARMACY AVE,-79.2975150591937,43.7256511000836,2,13453978,452,2024-05-29
203,4127,EGLINTON AVE E AT FALMOUTH AVE & GILDER DR,-79.2531905056955,43.735582373212,2,13452308,217,2018-12-13
204,4128,BELLAMY RD N AT EGLINTON AVE E / GO STATION (PX 191),-79.23205300353908,43.74026000200821,2,13451513,191,2023-07-18
205,4129,ST DENNIS DR AT WYNFORD DR & EGLINTON E/B ON RAMP S TCS (PX 1462),-79.32470899592757,43.723697997212945,2,13454290,1462,2024-03-07
206,4130,ST DENNIS DR AT WYNFORD DR & ON RAMP TO EGLINTON E/B (PX 1464),-79.3236520002174,43.72482999683623,2,13454143,1464,2024-03-07
207,4131,EGLINTON AVE E AT REDPATH AVE,-79.3928193699344,43.7078611558116,2,13456902,93,2021-03-31
208,4132,EGLINTON AVE E AT FORMAN AVE,-79.3862011345439,43.7091914018832,2,13456681,220,2011-05-24
209,4134,EGLINTON AVE W AT RENFORTH DR (PX 926),-79.58767500617171,43.66609999801391,2,13464598,926,2024-06-04
210,4135,BATHURST ST AT DAVENPORT RD (PX 384),-79.41578600194663,43.676729999544555,2,13462422,384,2018-04-25
211,4136,BATHURST ST AT RICHMOND ST W,-79.4037187990812,43.6464613239948,2,13467372,298,2022-11-16
212,4137,BATHURST ST AT QUEENS QUAY (PX 1593),-79.39836500455361,43.63567399594981,2,13468663,1593,2014-04-22
213,4138,BATHURST ST AT LAKE SHORE BLVD W (PX 216),-79.39964900154354,43.63648400358273,2,13468584,216,2021-09-28
214,4139,BATHURST ST AT KING ST W,-79.4027055347119,43.6439263107158,2,13467722,201,2023-02-07
215,4140,ADELAIDE ST W AT BATHURST ST,-79.4032337335071,43.6451920095979,2,13467569,1883,2024-06-20
216,4141,BATHURST ST AT CARR ST & ROBINSON ST (PX 1808),-79.4046489955711,43.64883100189088,2,13466991,1808,2024-05-29
217,4142,BATHURST ST AT DUPONT ST (PX 305),-79.41439099549012,43.673150001681854,2,13463030,305,2023-11-25
218,4143,BATHURST ST AT ST CLAIR AVE (PX 480),-79.41830099507277,43.68316699919103,2,13461271,480,2018-03-20
